sample,country,ampseq_process,Artemisinin,Piperaquine,Mefloquine,Chloroquine,Pyrimethamine,Sulfadoxine,DHA-PPQ,AS-MQ,INSDC_Pf8,INSDC_GenRe_GRC1,INSDC_GenRe_GRC2,INSDC_GenRe_SPEC
RCN26646,Laos,AmpSeqV2,Resistant,Resistant,Sensitive,Resistant,Resistant,Resistant,Resistant,Sensitive,ERR15628699,ERR14397276,ERR14397277,ERR14397278
RCN26647,Laos,AmpSeqV2,Resistant,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15628700,ERR14397279,ERR14397280,ERR14397281
RCN26663,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Sensitive,Sensitive,Sensitive,ERR15628710,ERR14397318,ERR14397319,ERR14397320
RCN26664,Laos,AmpSeqV2,Resistant,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15628711,ERR14397321,ERR14397322,ERR14397323
RCN26673,Laos,AmpSeqV2,Resistant,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15628717,ERR14397339,ERR14397340,ERR14397341
RCN26677,Laos,AmpSeqV2,Resistant,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15628719,ERR14397348,ERR14397349,ERR14397350
RCN26728,Laos,AmpSeqV2,Resistant,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15628734,ERR14397474,ERR14397475,ERR14397476
RCN26735,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Sensitive,Sensitive,Sensitive,Sensitive,ERR15628738,ERR14397489,ERR14397490,ERR14397491
RCN26736,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Sensitive,Resistant,Sensitive,Sensitive,Sensitive,ERR15628739,ERR14397492,ERR14397493,ERR14397494
RCN26765,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Sensitive,Sensitive,Sensitive,ERR15628750,ERR14397540,ERR14397541,ERR14397542
RCN26767,Laos,AmpSeqV2,Resistant,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15628752,ERR14397546,ERR14397547,ERR14397548
RCN26775,Laos,AmpSeqV2,Sensitive,Sensitive,Sensitive,Resistant,Resistant,Sensitive,Sensitive,Sensitive,ERR15628753,ERR14397570,ERR14397571,ERR14397572
RCN26820,Laos,AmpSeqV2,Resistant,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15628764,ERR14397663,ERR14397664,ERR14397665
RCN26932,Laos,AmpSeqV2,Resistant,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15628798,ERR14397975,ERR14397976,ERR14397977
RCN26938,Laos,AmpSeqV2,Resistant,Sensitive,Sensitive,Resistant,Resistant,Resistant,Sensitive,Sensitive,ERR15628802,ERR14397990,ERR14397991,ERR14397992
